Disruptor,Moat,CEO,USBased,TAM,MarketShare,Usage,PriorRevGrowth,FutureRevGrowth,EarningsGrowth,SizeAndTime,International,Expert,TipsRank,RuleBreaker,GrowthPS,FounderStake,InstStake,Phase,ShortInterest
-0.08997114362718793,-0.028228891281984456,0.1272873230193235,0.16581314731589505,0.9947533262070551,0.9010058536660474,-0.16365548222754045,0.6166026759018635,-0.021423651133124652,0.3110848088867955,0.6590580845718026,0.11342720169178157,-0.009551766637888278,0.1909649724742972,0.8369795301293952,0.004266089451354123,-0.38845503420656774,0.4904332085924545,1.3583210862626078,-0.01266848849849216
